Category,City,Country,CustomerName,OrderDate,Region,Segment,ShipDate,ShipMode,ShipStatus,State,SubCategory,DaystoShipActual,DaystoShipScheduled,Discount,NumberofRecords,Profit,ProfitperOrder,ProfitRatio,Quantity,Sales,SalesForecast,SalesperCustomer,
OfficeSupplies,Carrollton,United States,Erin Ashbrook,6/20/2016,Central,Corporate,6/26/2016,StandardClass,ShippedOnTime,Texas,Paper,6,6,0.2,1,4,3.63,0.35,2,10,16,10.37,13
OfficeSupplies,New York City,United States,Ann Chong,9/2/2017,East,Corporate,9/6/2017,StandardClass,ShippedEarly,New York,Art,4,6,0,1,6,6.47,0.28,2,23,35,23.1,23
Furniture,New York City,United States,Ann Chong,9/2/2017,East,Corporate,9/6/2017,StandardClass,ShippedEarly,New York,Furnishings,4,6,0,1,3,3.46,0.3,2,12,17,11.54,12
Furniture,New York City,United States,Ann Chong,9/2/2017,East,Corporate,9/6/2017,StandardClass,ShippedEarly,New York,Tables,4,6,0.4,1,-93,-93.33,-0.37,1,255,381,254.53,425
OfficeSupplies,New York City,United States,Ann Chong,9/2/2017,East,Corporate,9/6/2017,StandardClass,ShippedEarly,New York,Appliances,4,6,0,1,4,3.76,0.29,1,13,19,12.98,13
OfficeSupplies,New York City,United States,Ann Chong,9/2/2017,East,Corporate,9/6/2017,StandardClass,ShippedEarly,New York,Binders,4,6,0.2,1,9,8.92,0.34,8,26,40,26.43,33
Technology,New York City,United States,Ann Chong,9/2/2017,East,Corporate,9/6/2017,StandardClass,ShippedEarly,New York,Phones,4,6,0,1,57,57.41,0.29,3,198,296,197.97,198
OfficeSupplies,New York City,United States,Ann Chong,9/2/2017,East,Corporate,9/6/2017,StandardClass,ShippedEarly,New York,Labels,4,6,0,1,9,9.07,0.48,6,19,28,18.9,19
Furniture,New York City,United States,Ann Chong,9/2/2017,East,Corporate,9/6/2017,StandardClass,ShippedEarly,New York,Chairs,4,6,0.1,1,214,213.74,0.17,5,1282,1921,1282.41,1424
OfficeSupplies,New York City,United States,Ann Chong,9/2/2017,East,Corporate,9/6/2017,StandardClass,ShippedEarly,New York,Art,4,6,0,1,2,2.21,0.45,3,5,7,4.92,5
Technology,New York City,United States,Ann Chong,9/2/2017,East,Corporate,9/6/2017,StandardClass,ShippedEarly,New York,Accessories,4,6,0,1,38,38.08,0.16,2,238,356,238,238
Technology,New York City,United States,Ann Chong,9/2/2017,East,Corporate,9/6/2017,StandardClass,ShippedEarly,New York,Accessories,4,6,0,1,40,40.31,0.24,3,168,252,167.97,168
OfficeSupplies,New York City,United States,Ann Chong,9/2/2017,East,Corporate,9/6/2017,StandardClass,ShippedEarly,New York,Paper,4,6,0,1,8,7.7,0.45,4,17,26,17.12,17
OfficeSupplies,Springfield,United States,Robert Waldorf,9/10/2017,Central,Consumer,9/15/2017,SecondClass,ShippedLate,Missouri,Binders,5,3,0,1,8,7.78,0.48,3,16,24,16.2,16
OfficeSupplies,Springfield,United States,Robert Waldorf,9/10/2017,Central,Consumer,9/15/2017,SecondClass,ShippedLate,Missouri,Appliances,5,3,0,1,15,14.62,0.43,3,34,51,33.99,34
Technology,Springfield,United States,Robert Waldorf,9/10/2017,Central,Consumer,9/15/2017,SecondClass,ShippedLate,Missouri,Accessories,5,3,0,1,53,53.43,0.18,5,297,445,296.85,297
Technology,Springfield,United States,Robert Waldorf,9/10/2017,Central,Consumer,9/15/2017,SecondClass,ShippedLate,Missouri,Accessories,5,3,0,1,7,6.77,0.06,6,113,169,112.8,113
OfficeSupplies,Springfield,United States,Robert Waldorf,9/10/2017,Central,Consumer,9/15/2017,SecondClass,ShippedLate,Missouri,Binders,5,3,0,1,7,6.58,0.48,3,14,21,13.71,14
OfficeSupplies,Springfield,United States,Robert Waldorf,9/10/2017,Central,Consumer,9/15/2017,SecondClass,ShippedLate,Missouri,Paper,5,3,0,1,12,11.7,0.47,5,25,37,24.9,25
OfficeSupplies,Springfield,United States,Robert Waldorf,9/10/2017,Central,Consumer,9/15/2017,SecondClass,ShippedLate,Missouri,Storage,5,3,0,1,17,17.18,0.06,3,286,429,286.29,286
OfficeSupplies,Springfield,United States,Robert Waldorf,9/10/2017,Central,Consumer,9/15/2017,SecondClass,ShippedLate,Missouri,Appliances,5,3,0,1,7,7.25,0.3,2,24,36,24.18,24
Technology,Paterson,United States,Dean Braden,12/21/2017,East,Consumer,12/28/2017,StandardClass,ShippedLate,New Jersey,Phones,7,6,0,1,79,78.95,0.28,3,282,422,281.97,282
OfficeSupplies,Paterson,United States,Dean Braden,12/21/2017,East,Consumer,12/28/2017,StandardClass,ShippedLate,New Jersey,Supplies,7,6,0,1,20,20.15,0.29,5,70,104,69.5,70
OfficeSupplies,Paterson,United States,Dean Braden,12/21/2017,East,Consumer,12/28/2017,StandardClass,ShippedLate,New Jersey,Paper,7,6,0,1,80,79.89,0.48,3,166,249,166.44,166
Technology,Tulsa,United States,Bill Donatelli,9/23/2017,Central,Consumer,9/29/2017,StandardClass,ShippedOnTime,Oklahoma,Accessories,6,6,0,1,102,102.19,0.35,4,292,437,291.96,292
OfficeSupplies,Chicago,United States,Max Ludwig,5/6/2017,Central,HomeOffice,5/11/2017,StandardClass,ShippedEarly,Illinois,Art,5,6,0.2,1,1,0.64,0.1,3,6,10,6.41,8
Technology,Chicago,United States,Max Ludwig,5/6/2017,Central,HomeOffice,5/11/2017,StandardClass,ShippedEarly,Illinois,Accessories,5,6,0.2,1,77,76.64,0.19,7,409,612,408.74,511
OfficeSupplies,Chicago,United States,Joy Daniels,12/14/2014,Central,Consumer,12/19/2014,StandardClass,ShippedEarly,Illinois,Binders,5,6,0.8,1,-9,-8.68,-1.7,4,5,8,5.1,25
OfficeSupplies,Chicago,United States,Joy Daniels,12/14/2014,Central,Consumer,12/19/2014,StandardClass,ShippedEarly,Illinois,Fasteners,5,6,0.2,1,0,0.47,0.16,2,3,4,2.9,4
Technology,Chicago,United States,Joy Daniels,12/14/2014,Central,Consumer,12/19/2014,StandardClass,ShippedEarly,Illinois,Accessories,5,6,0.2,1,-2,-2.19,-0.06,3,35,52,35.02,44
OfficeSupplies,Montgomery,United States,Alan Schoenberger,10/18/2014,South,Corporate,10/20/2014,SecondClass,ShippedEarly,Alabama,Storage,2,3,0,1,11,11.04,0.04,3,276,413,275.97,276
Technology,Montgomery,United States,Alan Schoenberger,10/18/2014,South,Corporate,10/20/2014,SecondClass,ShippedEarly,Alabama,Phones,2,3,0,1,363,362.69,0.26,5,1395,2089,1394.95,1395
Furniture,Montgomery,United States,Alan Schoenberger,10/18/2014,South,Corporate,10/20/2014,SecondClass,ShippedEarly,Alabama,Chairs,2,3,0,1,71,70.96,0.13,6,546,818,545.88,546
OfficeSupplies,Salem,United States,Allen Armold,5/8/2015,West,Consumer,5/12/2015,StandardClass,ShippedEarly,Oregon,Art,4,6,0.2,1,1,0.59,0.11,2,5,8,5.25,6
Furniture,Glendale,United States,Kean Takahito,4/14/2016,West,Consumer,4/14/2016,Same Day,ShippedOnTime,Arizona,Chairs,0,0,0.2,1,105,105.02,0.11,4,934,1398,933.54,1168
OfficeSupplies,Glendale,United States,Kean Takahito,4/14/2016,West,Consumer,4/14/2016,Same Day,ShippedOnTime,Arizona,Storage,0,0,0.2,1,4,4.3,0.1,4,43,64,42.98,54
OfficeSupplies,Columbus,United States,Muhammed MacIntyre,12/14/2015,South,Corporate,12/16/2015,SecondClass,ShippedEarly,Georgia,Binders,2,3,0,1,2,1.8,0.48,2,4,6,3.76,4
Technology,Oklahoma City,United States,Nathan Gelder,12/3/2014,Central,Consumer,12/9/2014,StandardClass,ShippedOnTime,Oklahoma,Phones,6,6,0,1,134,134.39,0.28,4,480,719,479.96,480
OfficeSupplies,Brentwood,United States,Laurel Workman,11/25/2014,West,Corporate,11/27/2014,SecondClass,ShippedEarly,California,Appliances,2,3,0,1,93,93.06,0.29,6,321,481,320.88,321
Furniture,Brentwood,United States,Laurel Workman,11/25/2014,West,Corporate,11/27/2014,SecondClass,ShippedEarly,California,Furnishings,2,3,0,1,11,10.51,0.44,3,24,36,23.88,24
OfficeSupplies,Brentwood,United States,Laurel Workman,11/25/2014,West,Corporate,11/27/2014,SecondClass,ShippedEarly,California,Paper,2,3,0,1,12,12.31,0.46,4,27,40,26.76,27
Technology,Columbus,United States,Christy Brittain,7/25/2016,East,Consumer,7/27/2016,FirstClass,ShippedLate,Ohio,Copiers,2,1,0.4,1,192,192,0.13,4,1440,2157,1439.98,2400
OfficeSupplies,Springfield,United States,Adam Shillingsburg,11/9/2015,Central,Consumer,11/13/2015,StandardClass,ShippedEarly,Missouri,Binders,4,6,0,1,8,7.92,0.46,3,17,26,17.22,17
Furniture,Springfield,United States,Adam Shillingsburg,11/9/2015,Central,Consumer,11/13/2015,StandardClass,ShippedEarly,Missouri,Tables,4,6,0,1,215,215.12,0.21,7,1024,1534,1024.38,1024
OfficeSupplies,Springfield,United States,Adam Shillingsburg,11/9/2015,Central,Consumer,11/13/2015,StandardClass,ShippedEarly,Missouri,Envelopes,4,6,0,1,12,12.32,0.47,3,26,39,26.22,26
OfficeSupplies,Springfield,United States,Adam Shillingsburg,11/9/2015,Central,Consumer,11/13/2015,StandardClass,ShippedEarly,Missouri,Paper,4,6,0,1,8,8.5,0.49,3,17,26,17.34,17
OfficeSupplies,Philadelphia,United States,Christy Brittain,2/24/2017,East,Consumer,2/28/2017,StandardClass,ShippedEarly,Pennsylvania,Binders,4,6,0.7,1,-4,-3.8,-0.77,4,5,7,4.96,17
OfficeSupplies,Springfield,United States,Max Ludwig,6/25/2017,West,HomeOffice,7/2/2017,StandardClass,ShippedLate,Oregon,Labels,7,6,0.2,1,27,26.64,0.38,6,71,106,71.04,89
OfficeSupplies,Springfield,United States,Max Ludwig,6/25/2017,West,HomeOffice,7/2/2017,StandardClass,ShippedLate,Oregon,Art,7,6,0.2,1,1,0.73,0.14,2,5,8,5.34,6
OfficeSupplies,Springfield,United States,Max Ludwig,6/25/2017,West,HomeOffice,7/2/2017,StandardClass,ShippedLate,Oregon,Fasteners,7,6,0.2,1,-2,-2.12,-0.19,3,11,17,11.3,14
OfficeSupplies,Houston,United States,Joy Smith,12/2/2017,Central,Consumer,12/4/2017,SecondClass,ShippedEarly,Texas,Appliances,2,3,0.8,1,-766,-766.01,-2.6,5,295,441,294.62,1475
Furniture,Houston,United States,Joy Smith,12/2/2017,Central,Consumer,12/4/2017,SecondClass,ShippedEarly,Texas,Furnishings,2,3,0.6,1,-4,-3.72,-0.43,4,9,13,8.75,23
OfficeSupplies,Chesapeake,United States,Neil Ducich,2/6/2014,South,Corporate,2/9/2014,FirstClass,ShippedLate,Virginia,Labels,3,1,0,1,7,7.2,0.48,4,15,22,15,15
Technology,Chesapeake,United States,Neil Ducich,2/6/2014,South,Corporate,2/9/2014,FirstClass,ShippedLate,Virginia,Phones,3,1,0,1,42,42.02,0.26,1,162,242,161.61,162
Technology,Chesapeake,United States,Neil Ducich,2/6/2014,South,Corporate,2/9/2014,FirstClass,ShippedLate,Virginia,Phones,3,1,0,1,42,42.04,0.29,5,145,217,144.95,145
Technology,Pasadena,United States,Luke Weiss,4/11/2017,West,Consumer,4/18/2017,StandardClass,ShippedLate,California,Accessories,7,6,0,1,22,21.99,0.11,5,200,299,199.95,200
OfficeSupplies,Pasadena,United States,Luke Weiss,4/11/2017,West,Consumer,4/18/2017,StandardClass,ShippedLate,California,Art,7,6,0,1,14,14.23,0.34,7,42,63,41.86,42
OfficeSupplies,Louisville,United States,Joni Wasserman,12/25/2017,South,Consumer,12/28/2017,SecondClass,ShippedOnTime,Kentucky,Storage,3,3,0,1,10,9.59,0.1,3,96,144,95.94,96
Furniture,Louisville,United States,Joni Wasserman,12/25/2017,South,Consumer,12/28/2017,SecondClass,ShippedOnTime,Kentucky,Chairs,3,3,0,1,76,76.11,0.25,5,304,456,304.45,304
OfficeSupplies,Lubbock,United States,Sample Company A,4/11/2017,Central,HomeOffice,4/18/2017,StandardClass,ShippedLate,Texas,Binders,7,6,0.8,1,-17,-17.05,-1.5,3,11,17,11.36,55
OfficeSupplies,Columbia,United States,Rob Williams,12/31/2014,Central,Corporate,1/4/2015,StandardClass,ShippedEarly,Missouri,Art,4,6,0,1,12,11.58,0.39,7,30,44,29.68,30
Technology,Columbia,United States,Rob Williams,12/31/2014,Central,Corporate,1/4/2015,StandardClass,ShippedEarly,Missouri,Accessories,4,6,0,1,16,16.16,0.34,7,48,71,47.53,48
Furniture,Chicago,United States,Charlotte Melton,8/3/2017,Central,Consumer,8/4/2017,FirstClass,ShippedOnTime,Illinois,Bookcases,1,1,0.3,1,-37,-36.67,-0.2,2,183,275,183.37,261
OfficeSupplies,Johnson City,United States,Jamie Frazer,11/15/2014,South,Consumer,11/21/2014,StandardClass,ShippedOnTime,Tennessee,Art,6,6,0.2,1,0,0.48,0.11,3,4,6,4.22,5
OfficeSupplies,Johnson City,United States,Jamie Frazer,11/15/2014,South,Consumer,11/21/2014,StandardClass,ShippedOnTime,Tennessee,Appliances,6,6,0.2,1,29,29.14,0.09,2,333,499,333.06,416
OfficeSupplies,Johnson City,United States,Jamie Frazer,11/15/2014,South,Consumer,11/21/2014,StandardClass,ShippedOnTime,Tennessee,Paper,6,6,0.2,1,8,7.78,0.31,4,25,37,24.9,31
Technology,Houston,United States,Stuart Calhoun,12/11/2015,Central,Consumer,12/11/2015,Same Day,ShippedOnTime,Texas,Accessories,0,0,0.2,1,36,36,0.23,2,160,240,159.98,200
OfficeSupplies,Houston,United States,Stuart Calhoun,12/11/2015,Central,Consumer,12/11/2015,Same Day,ShippedOnTime,Texas,Storage,0,0,0.2,1,5,4.63,0.1,3,46,69,46.34,58
Furniture,Auburn,United States,Anne McFarland,9/18/2016,South,Consumer,9/23/2016,StandardClass,ShippedEarly,Alabama,Chairs,5,6,0,1,84,84.24,0.24,1,351,526,350.98,351
OfficeSupplies,Auburn,United States,Anne McFarland,9/18/2016,South,Consumer,9/23/2016,StandardClass,ShippedEarly,Alabama,Paper,5,6,0,1,6,6.02,0.46,2,13,20,13.08,13
OfficeSupplies,Auburn,United States,Anne McFarland,9/18/2016,South,Consumer,9/23/2016,StandardClass,ShippedEarly,Alabama,Storage,5,6,0,1,117,117.01,0.13,4,900,1348,900.08,900
OfficeSupplies,San Bernardino,United States,Berenike Kampe,3/19/2015,West,Consumer,3/23/2015,StandardClass,ShippedEarly,California,Binders,4,6,0.2,1,6,6.37,0.36,2,18,26,17.57,23
OfficeSupplies,San Bernardino,United States,Berenike Kampe,3/19/2015,West,Consumer,3/23/2015,StandardClass,ShippedEarly,California,Labels,4,6,0,1,7,6.87,0.47,2,15,22,14.62,15
OfficeSupplies,San Bernardino,United States,Berenike Kampe,3/19/2015,West,Consumer,3/23/2015,StandardClass,ShippedEarly,California,Supplies,4,6,0,1,9,8.67,0.26,4,33,50,33.36,33
OfficeSupplies,San Bernardino,United States,Berenike Kampe,3/19/2015,West,Consumer,3/23/2015,StandardClass,ShippedEarly,California,Paper,4,6,0,1,20,19.67,0.49,6,40,60,40.14,40
OfficeSupplies,Providence,United States,Rick Huthwaite,9/19/2016,East,HomeOffice,9/21/2016,FirstClass,ShippedLate,Rhode Island,Storage,2,1,0,1,482,481.87,0.3,9,1606,2405,1606.23,1606
OfficeSupplies,Providence,United States,Rick Huthwaite,9/19/2016,East,HomeOffice,9/21/2016,FirstClass,ShippedLate,Rhode Island,Paper,2,1,0,1,8,7.67,0.45,3,17,26,17.04,17
OfficeSupplies,Providence,United States,Rick Huthwaite,9/19/2016,East,HomeOffice,9/21/2016,FirstClass,ShippedLate,Rhode Island,Binders,2,1,0,1,24,23.77,0.48,3,50,74,49.53,50
Furniture,Providence,United States,Rick Huthwaite,9/19/2016,East,HomeOffice,9/21/2016,FirstClass,ShippedLate,Rhode Island,Chairs,2,1,0,1,244,244.25,0.28,4,872,1306,872.32,872
OfficeSupplies,Fresno,United States,Gene McClure,8/20/2017,West,Consumer,8/22/2017,SecondClass,ShippedEarly,California,Binders,2,3,0.2,1,78,77.71,0.33,5,239,358,239.12,299
Furniture,Seattle,United States,Marc Crier,3/13/2015,West,Consumer,3/15/2015,FirstClass,ShippedLate,Washington,Bookcases,2,1,0,1,40,39.75,0.28,2,142,213,141.96,142
OfficeSupplies,Lancaster,United States,Valerie Mitchum,9/8/2016,West,HomeOffice,9/10/2016,SecondClass,ShippedEarly,California,Binders,2,3,0.2,1,12,11.56,0.35,2,33,49,33.02,41
OfficeSupplies,Lancaster,United States,Valerie Mitchum,9/8/2016,West,HomeOffice,9/10/2016,SecondClass,ShippedEarly,California,Binders,2,3,0.2,1,23,23.5,0.35,4,67,101,67.14,84
OfficeSupplies,Leominster,United States,Guy Phonely,11/26/2015,East,Corporate,11/30/2015,StandardClass,ShippedEarly,Massachusetts,Binders,4,6,0,1,7,6.92,0.47,3,15,22,14.73,15
OfficeSupplies,Leominster,United States,Guy Phonely,11/26/2015,East,Corporate,11/30/2015,StandardClass,ShippedEarly,Massachusetts,Storage,4,6,0,1,25,25.18,0.24,5,105,157,104.9,105
OfficeSupplies,Leominster,United States,Guy Phonely,11/26/2015,East,Corporate,11/30/2015,StandardClass,ShippedEarly,Massachusetts,Binders,4,6,0,1,31,30.52,0.5,4,61,91,61.04,61
OfficeSupplies,Leominster,United States,Guy Phonely,11/26/2015,East,Corporate,11/30/2015,StandardClass,ShippedEarly,Massachusetts,Paper,4,6,0,1,5,5.15,0.47,3,11,16,10.95,11
OfficeSupplies,Fort Worth,United States,George Bell,12/9/2016,Central,Corporate,12/13/2016,StandardClass,ShippedEarly,Texas,Paper,4,6,0.2,1,3,3.29,0.35,2,9,14,9.39,11
OfficeSupplies,Fort Worth,United States,George Bell,12/9/2016,Central,Corporate,12/13/2016,StandardClass,ShippedEarly,Texas,Art,4,6,0.2,1,1,0.82,0.09,1,9,14,9.33,11
OfficeSupplies,Rochester,United States,Carol Triggs,9/25/2017,Central,Consumer,9/29/2017,StandardClass,ShippedEarly,Minnesota,Binders,4,6,0,1,4,3.88,0.47,2,8,12,8.26,8
Furniture,Rochester,United States,Carol Triggs,9/25/2017,Central,Consumer,9/29/2017,StandardClass,ShippedEarly,Minnesota,Chairs,4,6,0,1,51,51.29,0.19,3,270,404,269.97,270
OfficeSupplies,Bozeman,United States,Carl Weiss,1/23/2015,West,HomeOffice,1/27/2015,StandardClass,ShippedEarly,Montana,Paper,4,6,0,1,14,13.94,0.48,3,29,43,29.04,29
OfficeSupplies,Bozeman,United States,Carl Weiss,1/23/2015,West,HomeOffice,1/27/2015,StandardClass,ShippedEarly,Montana,Labels,4,6,0,1,7,6.87,0.47,2,15,22,14.62,15
OfficeSupplies,Peoria,United States,Skye Norling,6/18/2015,West,HomeOffice,6/23/2015,StandardClass,ShippedEarly,Arizona,Paper,5,6,0.2,1,4,4.33,0.36,3,12,18,11.95,15
OfficeSupplies,Peoria,United States,Skye Norling,6/18/2015,West,HomeOffice,6/23/2015,StandardClass,ShippedEarly,Arizona,Binders,5,6,0.7,1,-3,-3.33,-0.73,7,5,7,4.54,17
OfficeSupplies,Peoria,United States,Skye Norling,6/18/2015,West,HomeOffice,6/23/2015,StandardClass,ShippedEarly,Arizona,Binders,5,6,0.7,1,-6,-6.1,-0.67,2,9,14,9.16,30
Furniture,Peoria,United States,Skye Norling,6/18/2015,West,HomeOffice,6/23/2015,StandardClass,ShippedEarly,Arizona,Furnishings,5,6,0.2,1,21,20.72,0.28,5,75,113,75.36,94
OfficeSupplies,San Diego,United States,Ed Braxton,10/2/2015,West,Corporate,10/8/2015,StandardClass,ShippedOnTime,California,Binders,6,6,0.2,1,20,20.13,0.35,6,58,86,57.5,73
OfficeSupplies,Lakewood,United States,Jane Waco,11/18/2017,East,Corporate,11/23/2017,StandardClass,ShippedEarly,Ohio,Art,5,6,0.2,1,8,7.77,0.2,7,39,58,38.86,49
OfficeSupplies,Houston,United States,Ken Black,8/17/2014,Central,Corporate,8/23/2014,StandardClass,ShippedOnTime,Texas,Paper,6,6,0.2,1,5,5.44,0.35,3,16,23,15.55,20
OfficeSupplies,Perth Amboy,United States,Matt Collister,7/17/2016,East,Corporate,7/21/2016,StandardClass,ShippedEarly,New Jersey,Appliances,4,6,0,1,46,45.54,0.28,2,163,244,162.64,163
Technology,Perth Amboy,United States,Matt Collister,7/17/2016,East,Corporate,7/21/2016,StandardClass,ShippedEarly,New Jersey,Phones,4,6,0,1,281,280.59,0.47,3,597,894,597,597
OfficeSupplies,Perth Amboy,United States,Matt Collister,7/17/2016,East,Corporate,7/21/2016,StandardClass,ShippedEarly,New Jersey,Paper,4,6,0,1,27,26.63,0.48,1,55,83,55.48,55
Furniture,Philadelphia,United States,Clytie Kelty,7/11/2015,East,Consumer,7/13/2015,FirstClass,ShippedLate,Pennsylvania,Furnishings,2,1,0.2,1,36,36.22,0.13,7,290,434,289.8,363
OfficeSupplies,Philadelphia,United States,Clytie Kelty,7/11/2015,East,Consumer,7/13/2015,FirstClass,ShippedLate,Pennsylvania,Binders,2,1,0.7,1,-2,-2,-0.8,3,3,4,2.5,10
OfficeSupplies,Philadelphia,United States,Clytie Kelty,7/11/2015,East,Consumer,7/13/2015,FirstClass,ShippedLate,Pennsylvania,Binders,2,1,0.7,1,-5,-4.75,-0.73,4,6,10,6.48,20
Furniture,Philadelphia,United States,Clytie Kelty,7/11/2015,East,Consumer,7/13/2015,FirstClass,ShippedLate,Pennsylvania,Chairs,2,1,0.3,1,-73,-73.18,-0.21,8,341,511,341.49,487
OfficeSupplies,Philadelphia,United States,Clytie Kelty,7/11/2015,East,Consumer,7/13/2015,FirstClass,ShippedLate,Pennsylvania,Art,2,1,0.2,1,1,0.83,0.08,5,11,17,11.12,14
Furniture,Philadelphia,United States,Clytie Kelty,7/11/2015,East,Consumer,7/13/2015,FirstClass,ShippedLate,Pennsylvania,Furnishings,2,1,0.2,1,3,3.48,0.14,6,25,38,25.34,31
Furniture,Richmond,United States,Rick Duston,12/1/2016,Central,Consumer,12/7/2016,StandardClass,ShippedOnTime,Indiana,Furnishings,6,6,0,1,5,5.19,0.3,3,17,26,17.31,17
Technology,Detroit,United States,Theone Pippenger,12/22/2017,Central,Consumer,12/25/2017,FirstClass,ShippedLate,Michigan,Accessories,3,1,0,1,64,63.98,0.32,5,200,299,199.95,200
Furniture,Detroit,United States,Theone Pippenger,12/22/2017,Central,Consumer,12/25/2017,FirstClass,ShippedLate,Michigan,Chairs,3,1,0,1,413,412.54,0.26,7,1587,2376,1586.69,1587
Technology,Detroit,United States,Theone Pippenger,12/22/2017,Central,Consumer,12/25/2017,FirstClass,ShippedLate,Michigan,Accessories,3,1,0,1,31,30.6,0.36,1,85,127,84.99,85
Furniture,Detroit,United States,Theone Pippenger,12/22/2017,Central,Consumer,12/25/2017,FirstClass,ShippedLate,Michigan,Tables,3,1,0,1,70,70.01,0.17,2,412,617,411.8,412
OfficeSupplies,Los Angeles,United States,Greg Guthrie,10/31/2014,West,Corporate,11/4/2014,StandardClass,ShippedEarly,California,Fasteners,4,6,0,1,5,5.22,0.46,3,11,17,11.34,11
OfficeSupplies,Los Angeles,United States,Greg Guthrie,10/31/2014,West,Corporate,11/4/2014,StandardClass,ShippedEarly,California,Storage,4,6,0,1,21,20.88,0.26,5,80,120,80.3,80
OfficeSupplies,Los Angeles,United States,Greg Guthrie,10/31/2014,West,Corporate,11/4/2014,StandardClass,ShippedEarly,California,Binders,4,6,0.2,1,5,5.39,0.34,2,16,24,15.97,20
OfficeSupplies,Los Angeles,United States,Greg Guthrie,10/31/2014,West,Corporate,11/4/2014,StandardClass,ShippedEarly,California,Paper,4,6,0,1,30,30.43,0.47,13,65,97,64.74,65
OfficeSupplies,Los Angeles,United States,Greg Guthrie,10/31/2014,West,Corporate,11/4/2014,StandardClass,ShippedEarly,California,Binders,4,6,0.2,1,6,6.03,0.31,3,19,29,19.3,24
OfficeSupplies,Los Angeles,United States,Greg Guthrie,10/31/2014,West,Corporate,11/4/2014,StandardClass,ShippedEarly,California,Storage,4,6,0,1,12,12.17,0.03,4,406,607,405.64,406
Furniture,Los Angeles,United States,Greg Guthrie,10/31/2014,West,Corporate,11/4/2014,StandardClass,ShippedEarly,California,Chairs,4,6,0.2,1,-9,-9.15,-0.06,3,146,219,146.35,183
Technology,Los Angeles,United States,Greg Guthrie,10/31/2014,West,Corporate,11/4/2014,StandardClass,ShippedEarly,California,Accessories,4,6,0,1,48,47.86,0.19,9,252,377,251.91,252
OfficeSupplies,Los Angeles,United States,Greg Guthrie,10/31/2014,West,Corporate,11/4/2014,StandardClass,ShippedEarly,California,Art,4,6,0,1,4,3.72,0.3,3,12,19,12.39,12
Technology,Pomona,United States,Zuschuss Carroll,4/13/2015,West,Consumer,4/19/2015,StandardClass,ShippedOnTime,California,Accessories,6,6,0,1,70,69.99,0.35,4,200,299,199.96,200
Furniture,Pomona,United States,Zuschuss Carroll,4/13/2015,West,Consumer,4/19/2015,StandardClass,ShippedOnTime,California,Tables,6,6,0.2,1,-98,-97.74,-0.14,3,711,1065,710.83,889
OfficeSupplies,Philadelphia,United States,Corey Catlett,7/21/2016,East,Corporate,7/23/2016,SecondClass,ShippedEarly,Pennsylvania,Binders,2,3,0.7,1,-1,-1.29,-0.67,1,2,3,1.94,7
Furniture,Ontario,United States,Kelly Andreada,11/20/2017,West,Consumer,11/25/2017,StandardClass,ShippedEarly,California,Chairs,5,6,0.2,1,-46,-46.14,-0.16,5,284,425,283.92,355
OfficeSupplies,Seattle,United States,Tamara Chand,11/26/2016,West,Corporate,12/2/2016,StandardClass,ShippedOnTime,Washington,Binders,6,6,0.2,1,3,2.56,0.35,2,7,11,7.31,9
Technology,Brentwood,United States,Deborah Brumfield,11/7/2017,West,HomeOffice,11/12/2017,SecondClass,ShippedLate,California,Accessories,5,3,0,1,14,13.79,0.23,3,60,90,59.97,60
Technology,Brentwood,United States,Deborah Brumfield,11/7/2017,West,HomeOffice,11/12/2017,SecondClass,ShippedLate,California,Phones,5,3,0.2,1,67,66.64,0.09,7,762,1140,761.54,953
Furniture,San Francisco,United States,Toby Ritter,12/1/2014,West,Consumer,12/5/2014,StandardClass,ShippedEarly,California,Furnishings,4,6,0,1,29,28.52,0.49,3,58,87,58.2,58
OfficeSupplies,Baltimore,United States,Bart Folk,9/12/2017,East,Consumer,9/15/2017,FirstClass,ShippedLate,Maryland,Paper,3,1,0,1,20,19.95,0.5,5,40,60,39.9,40
OfficeSupplies,Baltimore,United States,Bart Folk,9/12/2017,East,Consumer,9/15/2017,FirstClass,ShippedLate,Maryland,Appliances,3,1,0,1,26,26.35,0.29,7,91,136,90.86,91
OfficeSupplies,Baltimore,United States,Bart Folk,9/12/2017,East,Consumer,9/15/2017,FirstClass,ShippedLate,Maryland,Paper,3,1,0,1,46,45.53,0.48,5,95,142,94.85,95
OfficeSupplies,Phoenix,United States,Maribeth Schnelling,12/24/2015,West,Consumer,12/29/2015,StandardClass,ShippedEarly,Arizona,Paper,5,6,0.2,1,37,37.18,0.35,7,106,159,106.23,133
Technology,Phoenix,United States,Maribeth Schnelling,12/24/2015,West,Consumer,12/29/2015,StandardClass,ShippedEarly,Arizona,Phones,5,6,0.2,1,11,11.2,0.1,2,112,168,111.98,140
Furniture,Phoenix,United States,Maribeth Schnelling,12/24/2015,West,Consumer,12/29/2015,StandardClass,ShippedEarly,Arizona,Furnishings,5,6,0.2,1,2,1.74,0.23,2,8,12,7.71,10
OfficeSupplies,Los Angeles,United States,Clytie Kelty,2/23/2017,West,Consumer,3/1/2017,StandardClass,ShippedOnTime,California,Paper,6,6,0,1,17,16.85,0.45,6,37,56,37.44,37
